team,team_url,name,profile_url,age,position,market_value,height,foot,debut
Democratic Republic of the Congo - Detailed squad 2024 (Detailed view) | Transfermarkt,https://www.transfermarkt.com/democratic-republic-of-the-congo/kader/verein/3854/saison_id/2024/plus/1,Henoc Inonga,https://www.transfermarkt.com/henoc-inonga/profil/spieler/727633,27,N/A,Henoc Inonga,"1,80 m",Left,01/09/2025
Democratic Republic of the Congo - Detailed squad 2024 (Detailed view) | Transfermarkt,https://www.transfermarkt.com/democratic-republic-of-the-congo/kader/verein/3854/saison_id/2024/plus/1,Arthur Masuaku,https://www.transfermarkt.com/arthur-masuaku/profil/spieler/181380,40,N/A,Arthur Masuaku,"1,79 m",Left,N/A
Democratic Republic of the Congo - Detailed squad 2024 (Detailed view) | Transfermarkt,https://www.transfermarkt.com/democratic-republic-of-the-congo/kader/verein/3854/saison_id/2024/plus/1,Joris Kayembe,https://www.transfermarkt.com/joris-kayembe/profil/spieler/129586,19,N/A,Joris Kayembe,"1,81 m",Left,N/A
Democratic Republic of the Congo - Detailed squad 2024 (Detailed view) | Transfermarkt,https://www.transfermarkt.com/democratic-republic-of-the-congo/kader/verein/3854/saison_id/2024/plus/1,Gédéon Kalulu,https://www.transfermarkt.com/gedeon-kalulu/profil/spieler/395685,25,N/A,Gédéon Kalulu,"1,79 m",Right,N/A
Democratic Republic of the Congo - Detailed squad 2024 (Detailed view) | Transfermarkt,https://www.transfermarkt.com/democratic-republic-of-the-congo/kader/verein/3854/saison_id/2024/plus/1,Peter Kioso,https://www.transfermarkt.com/peter-kioso/profil/spieler/595652,1,N/A,Peter Kioso,"1,83 m",Right,N/A
Democratic Republic of the Congo - Detailed squad 2024 (Detailed view) | Transfermarkt,https://www.transfermarkt.com/democratic-republic-of-the-congo/kader/verein/3854/saison_id/2024/plus/1,Charles Pickel,https://www.transfermarkt.com/charles-pickel/profil/spieler/243879,29,N/A,Charles Pickel,"1,87 m",Right,N/A
Democratic Republic of the Congo - Detailed squad 2024 (Detailed view) | Transfermarkt,https://www.transfermarkt.com/democratic-republic-of-the-congo/kader/verein/3854/saison_id/2024/plus/1,Nuke Mfulu,https://www.transfermarkt.com/nuke-mfulu/profil/spieler/203516,7,N/A,Nuke Mfulu,"1,83 m",Right,N/A
Democratic Republic of the Congo - Detailed squad 2024 (Detailed view) | Transfermarkt,https://www.transfermarkt.com/democratic-republic-of-the-congo/kader/verein/3854/saison_id/2024/plus/1,Ngal'ayel Mukau,https://www.transfermarkt.com/ngalayel-mukau/profil/spieler/1016015,6,N/A,Ngal'ayel Mukau,"1,86 m",Left,N/A
Democratic Republic of the Congo - Detailed squad 2024 (Detailed view) | Transfermarkt,https://www.transfermarkt.com/democratic-republic-of-the-congo/kader/verein/3854/saison_id/2024/plus/1,Samuel Moutoussamy,https://www.transfermarkt.com/samuel-moutoussamy/profil/spieler/353403,52,N/A,Samuel Moutoussamy,"1,76 m",Left,N/A
Democratic Republic of the Congo - Detailed squad 2024 (Detailed view) | Transfermarkt,https://www.transfermarkt.com/democratic-republic-of-the-congo/kader/verein/3854/saison_id/2024/plus/1,Edo Kayembe,https://www.transfermarkt.com/edo-kayembe/profil/spieler/486477,35,N/A,Edo Kayembe,"1,83 m",Left,N/A
Democratic Republic of the Congo - Detailed squad 2024 (Detailed view) | Transfermarkt,https://www.transfermarkt.com/democratic-republic-of-the-congo/kader/verein/3854/saison_id/2024/plus/1,Noah Sadiki,https://www.transfermarkt.com/noah-sadiki/profil/spieler/727089,13,N/A,Noah Sadiki,"1,73 m",Right,N/A
Democratic Republic of the Congo - Detailed squad 2024 (Detailed view) | Transfermarkt,https://www.transfermarkt.com/democratic-republic-of-the-congo/kader/verein/3854/saison_id/2024/plus/1,Aaron Tshibola,https://www.transfermarkt.com/aaron-tshibola/profil/spieler/243633,16,N/A,Aaron Tshibola,"1,90 m",Right,N/A
Democratic Republic of the Congo - Detailed squad 2024 (Detailed view) | Transfermarkt,https://www.transfermarkt.com/democratic-republic-of-the-congo/kader/verein/3854/saison_id/2024/plus/1,Brian Bayeye,https://www.transfermarkt.com/brian-bayeye/profil/spieler/715470,3,N/A,Brian Bayeye,"1,82 m",Right,N/A
Democratic Republic of the Congo - Detailed squad 2024 (Detailed view) | Transfermarkt,https://www.transfermarkt.com/democratic-republic-of-the-congo/kader/verein/3854/saison_id/2024/plus/1,William Balikwisha,https://www.transfermarkt.com/william-balikwisha/profil/spieler/381968,6,N/A,William Balikwisha,"1,73 m",Right,N/A
Democratic Republic of the Congo - Detailed squad 2024 (Detailed view) | Transfermarkt,https://www.transfermarkt.com/democratic-republic-of-the-congo/kader/verein/3854/saison_id/2024/plus/1,Gaël Kakuta,https://www.transfermarkt.com/gael-kakuta/profil/spieler/74297,28,N/A,Gaël Kakuta,"1,73 m",Left,N/A
Democratic Republic of the Congo - Detailed squad 2024 (Detailed view) | Transfermarkt,https://www.transfermarkt.com/democratic-republic-of-the-congo/kader/verein/3854/saison_id/2024/plus/1,Nathanaël Mbuku,https://www.transfermarkt.com/nathanael-mbuku/profil/spieler/557614,11,N/A,Nathanaël Mbuku,"1,70 m",Left,N/A
Democratic Republic of the Congo - Detailed squad 2024 (Detailed view) | Transfermarkt,https://www.transfermarkt.com/democratic-republic-of-the-congo/kader/verein/3854/saison_id/2024/plus/1,Silas,https://www.transfermarkt.com/silas/profil/spieler/612826,20,N/A,Silas,"1,89 m",Right,N/A
Democratic Republic of the Congo - Detailed squad 2024 (Detailed view) | Transfermarkt,https://www.transfermarkt.com/democratic-republic-of-the-congo/kader/verein/3854/saison_id/2024/plus/1,Théo Bongonda,https://www.transfermarkt.com/theo-bongonda/profil/spieler/280701,31,N/A,Théo Bongonda,"1,75 m",Right,N/A
Democratic Republic of the Congo - Detailed squad 2024 (Detailed view) | Transfermarkt,https://www.transfermarkt.com/democratic-republic-of-the-congo/kader/verein/3854/saison_id/2024/plus/1,Grady Diangana,https://www.transfermarkt.com/grady-diangana/profil/spieler/342048,8,N/A,Grady Diangana,"1,80 m",Right,N/A
Democratic Republic of the Congo - Detailed squad 2024 (Detailed view) | Transfermarkt,https://www.transfermarkt.com/democratic-republic-of-the-congo/kader/verein/3854/saison_id/2024/plus/1,Oscar Kabwit,https://www.transfermarkt.com/oscar-kabwit/profil/spieler/1087164,5,N/A,Oscar Kabwit,"1,80 m",Right,N/A
Democratic Republic of the Congo - Detailed squad 2024 (Detailed view) | Transfermarkt,https://www.transfermarkt.com/democratic-republic-of-the-congo/kader/verein/3854/saison_id/2024/plus/1,Yoane Wissa,https://www.transfermarkt.com/yoane-wissa/profil/spieler/388165,35,Yoane Wissa Centre-Forward,Yoane Wissa,"1,76 m",Right,N/A
Democratic Republic of the Congo - Detailed squad 2024 (Detailed view) | Transfermarkt,https://www.transfermarkt.com/democratic-republic-of-the-congo/kader/verein/3854/saison_id/2024/plus/1,Simon Banza,https://www.transfermarkt.com/simon-banza/profil/spieler/344869,14,Simon Banza Centre-Forward,Simon Banza,"1,89 m",Right,N/A
Democratic Republic of the Congo - Detailed squad 2024 (Detailed view) | Transfermarkt,https://www.transfermarkt.com/democratic-republic-of-the-congo/kader/verein/3854/saison_id/2024/plus/1,Meschack Elia,https://www.transfermarkt.com/meschack-elia/profil/spieler/423678,60,Meschack Elia Centre-Forward,Meschack Elia,"1,73 m",Right,N/A
Democratic Republic of the Congo - Detailed squad 2024 (Detailed view) | Transfermarkt,https://www.transfermarkt.com/democratic-republic-of-the-congo/kader/verein/3854/saison_id/2024/plus/1,Cédric Bakambu,https://www.transfermarkt.com/cedric-bakambu/profil/spieler/127048,63,Cédric Bakambu Centre-Forward,Cédric Bakambu,"1,82 m",Right,N/A
Democratic Republic of the Congo - Detailed squad 2024 (Detailed view) | Transfermarkt,https://www.transfermarkt.com/democratic-republic-of-the-congo/kader/verein/3854/saison_id/2024/plus/1,Samuel Essende,https://www.transfermarkt.com/samuel-essende/profil/spieler/395522,9,Samuel Essende Centre-Forward,Samuel Essende,"1,93 m",Right,N/A
Democratic Republic of the Congo - Detailed squad 2024 (Detailed view) | Transfermarkt,https://www.transfermarkt.com/democratic-republic-of-the-congo/kader/verein/3854/saison_id/2024/plus/1,Chadrac Akolo,https://www.transfermarkt.com/chadrac-akolo/profil/spieler/247459,27,Chadrac Akolo Centre-Forward,Chadrac Akolo,"1,72 m",Right,N/A
Democratic Republic of the Congo - Detailed squad 2024 (Detailed view) | Transfermarkt,https://www.transfermarkt.com/democratic-republic-of-the-congo/kader/verein/3854/saison_id/2024/plus/1,Fiston Mayele,https://www.transfermarkt.com/fiston-mayele/profil/spieler/727157,32,Fiston Mayele Centre-Forward,Fiston Mayele,"1,85 m",Right,N/A
