team,team_url,name,profile_url,age,position,market_value,height,foot,debut
Cameroon - Detailed squad 2024 (Detailed view) | Transfermarkt,https://www.transfermarkt.com/cameroon/kader/verein/3434/saison_id/2024/plus/1,Nicolas Moumi Ngamaleu,https://www.transfermarkt.com/nicolas-moumi-ngamaleu/profil/spieler/266768,62,N/A,Nicolas Moumi Ngamaleu,"1,81 m",Left,N/A
Cameroon - Detailed squad 2024 (Detailed view) | Transfermarkt,https://www.transfermarkt.com/cameroon/kader/verein/3434/saison_id/2024/plus/1,Didier Lamkel Zé,https://www.transfermarkt.com/didier-lamkel-ze/profil/spieler/442320,3,N/A,Didier Lamkel Zé,"1,89 m",Left,N/A
Cameroon - Detailed squad 2024 (Detailed view) | Transfermarkt,https://www.transfermarkt.com/cameroon/kader/verein/3434/saison_id/2024/plus/1,Bryan Mbeumo,https://www.transfermarkt.com/bryan-mbeumo/profil/spieler/413039,27,N/A,Bryan Mbeumo,"1,71 m",Right,N/A
Cameroon - Detailed squad 2024 (Detailed view) | Transfermarkt,https://www.transfermarkt.com/cameroon/kader/verein/3434/saison_id/2024/plus/1,Christian Bassogog,https://www.transfermarkt.com/christian-bassogog/profil/spieler/374281,55,N/A,Christian Bassogog,"1,73 m",Right,N/A
Cameroon - Detailed squad 2024 (Detailed view) | Transfermarkt,https://www.transfermarkt.com/cameroon/kader/verein/3434/saison_id/2024/plus/1,Clinton N'Jie,https://www.transfermarkt.com/clinton-njie/profil/spieler/241119,44,N/A,Clinton N'Jie,"1,75 m",Right,N/A
Cameroon - Detailed squad 2024 (Detailed view) | Transfermarkt,https://www.transfermarkt.com/cameroon/kader/verein/3434/saison_id/2024/plus/1,Patrick Soko,https://www.transfermarkt.com/patrick-soko/profil/spieler/524197,4,N/A,Patrick Soko,"1,76 m",Right,N/A
Cameroon - Detailed squad 2024 (Detailed view) | Transfermarkt,https://www.transfermarkt.com/cameroon/kader/verein/3434/saison_id/2024/plus/1,Faris Moumbagna,https://www.transfermarkt.com/faris-moumbagna/profil/spieler/599663,9,Faris Moumbagna Centre-Forward,Faris Moumbagna,"1,85 m",Left,N/A
Cameroon - Detailed squad 2024 (Detailed view) | Transfermarkt,https://www.transfermarkt.com/cameroon/kader/verein/3434/saison_id/2024/plus/1,Vincent Aboubakar,https://www.transfermarkt.com/vincent-aboubakar/profil/spieler/147487,45,Vincent Aboubakar Centre-Forward,Vincent Aboubakar,"1,84 m",Right,N/A
Cameroon - Detailed squad 2024 (Detailed view) | Transfermarkt,https://www.transfermarkt.com/cameroon/kader/verein/3434/saison_id/2024/plus/1,Karl Toko Ekambi,https://www.transfermarkt.com/karl-toko-ekambi/profil/spieler/315110,61,Karl Toko Ekambi Centre-Forward,Karl Toko Ekambi,"1,82 m",Right,N/A
Cameroon - Detailed squad 2024 (Detailed view) | Transfermarkt,https://www.transfermarkt.com/cameroon/kader/verein/3434/saison_id/2024/plus/1,Eric-Maxim Choupo-Moting,https://www.transfermarkt.com/eric-maxim-choupo-moting/profil/spieler/45660,76,Eric-Maxim Choupo-Moting Centre-Forward,Eric-Maxim Choupo-Moting,"1,91 m",Right,N/A
Cameroon - Detailed squad 2024 (Detailed view) | Transfermarkt,https://www.transfermarkt.com/cameroon/kader/verein/3434/saison_id/2024/plus/1,Frank Magri,https://www.transfermarkt.com/frank-magri/profil/spieler/807689,17,Frank Magri Centre-Forward,Frank Magri,"1,78 m",Right,N/A
Cameroon - Detailed squad 2024 (Detailed view) | Transfermarkt,https://www.transfermarkt.com/cameroon/kader/verein/3434/saison_id/2024/plus/1,Leonel Ateba,https://www.transfermarkt.com/leonel-ateba/profil/spieler/950789,1,Leonel Ateba Centre-Forward,Leonel Ateba,"1,83 m",N/A,N/A
