team,team_url,name,profile_url,age,position,market_value,height,foot,debut
Mali - Detailed squad 2024 (Detailed view) | Transfermarkt,https://www.transfermarkt.com/mali/kader/verein/3674/saison_id/2024/plus/1,Amadou Dante,https://www.transfermarkt.com/amadou-dante/profil/spieler/649087,15,N/A,Amadou Dante,"1,78 m",Left,N/A
Mali - Detailed squad 2024 (Detailed view) | Transfermarkt,https://www.transfermarkt.com/mali/kader/verein/3674/saison_id/2024/plus/1,Daouda Guindo,https://www.transfermarkt.com/daouda-guindo/profil/spieler/671590,5,N/A,Daouda Guindo,"1,83 m",Left,N/A
Mali - Detailed squad 2024 (Detailed view) | Transfermarkt,https://www.transfermarkt.com/mali/kader/verein/3674/saison_id/2024/plus/1,Ousmane Diallo,https://www.transfermarkt.com/ousmane-diallo/profil/spieler/1060545,4,N/A,Ousmane Diallo,"1,81 m",Left,N/A
Mali - Detailed squad 2024 (Detailed view) | Transfermarkt,https://www.transfermarkt.com/mali/kader/verein/3674/saison_id/2024/plus/1,Hamari Traoré,https://www.transfermarkt.com/hamari-traore/profil/spieler/297070,2,N/A,Hamari Traoré,"1,75 m",Right,N/A
Mali - Detailed squad 2024 (Detailed view) | Transfermarkt,https://www.transfermarkt.com/mali/kader/verein/3674/saison_id/2024/plus/1,Falaye Sacko,https://www.transfermarkt.com/falaye-sacko/profil/spieler/364857,42,N/A,Falaye Sacko,"1,80 m",Right,N/A
Mali - Detailed squad 2024 (Detailed view) | Transfermarkt,https://www.transfermarkt.com/mali/kader/verein/3674/saison_id/2024/plus/1,Cheick Oumar Konaté,https://www.transfermarkt.com/cheick-oumar-konate/profil/spieler/1108145,3,N/A,Cheick Oumar Konaté,"1,73 m",Right,N/A
Mali - Detailed squad 2024 (Detailed view) | Transfermarkt,https://www.transfermarkt.com/mali/kader/verein/3674/saison_id/2024/plus/1,Salim Diakité,https://www.transfermarkt.com/salim-diakite/profil/spieler/696550,8,N/A,Salim Diakité,"1,86 m",Right,N/A
Mali - Detailed squad 2024 (Detailed view) | Transfermarkt,https://www.transfermarkt.com/mali/kader/verein/3674/saison_id/2024/plus/1,Fodé Doucouré,https://www.transfermarkt.com/fode-doucoure/profil/spieler/798925,7,N/A,Fodé Doucouré,"1,72 m",Right,N/A
Mali - Detailed squad 2024 (Detailed view) | Transfermarkt,https://www.transfermarkt.com/mali/kader/verein/3674/saison_id/2024/plus/1,Yves Bissouma,https://www.transfermarkt.com/yves-bissouma/profil/spieler/410425,42,N/A,Yves Bissouma,"1,82 m",Right,N/A
Mali - Detailed squad 2024 (Detailed view) | Transfermarkt,https://www.transfermarkt.com/mali/kader/verein/3674/saison_id/2024/plus/1,Mohamed Camara,https://www.transfermarkt.com/mohamed-camara/profil/spieler/543382,34,N/A,Mohamed Camara,"1,73 m",Right,N/A
Mali - Detailed squad 2024 (Detailed view) | Transfermarkt,https://www.transfermarkt.com/mali/kader/verein/3674/saison_id/2024/plus/1,Ibrahima Sissoko,https://www.transfermarkt.com/ibrahima-sissoko/profil/spieler/372712,3,N/A,Ibrahima Sissoko,"1,93 m",Right,N/A
Mali - Detailed squad 2024 (Detailed view) | Transfermarkt,https://www.transfermarkt.com/mali/kader/verein/3674/saison_id/2024/plus/1,Aliou Dieng,https://www.transfermarkt.com/aliou-dieng/profil/spieler/410427,41,N/A,Aliou Dieng,"1,84 m",Right,N/A
Mali - Detailed squad 2024 (Detailed view) | Transfermarkt,https://www.transfermarkt.com/mali/kader/verein/3674/saison_id/2024/plus/1,Diadié Samassékou,https://www.transfermarkt.com/diadie-samassekou/profil/spieler/315604,42,N/A,Diadié Samassékou,"1,77 m",Right,N/A
Mali - Detailed squad 2024 (Detailed view) | Transfermarkt,https://www.transfermarkt.com/mali/kader/verein/3674/saison_id/2024/plus/1,Mamady Diambou,https://www.transfermarkt.com/mamady-diambou/profil/spieler/671593,2,N/A,Mamady Diambou,"1,76 m",Right,N/A
Mali - Detailed squad 2024 (Detailed view) | Transfermarkt,https://www.transfermarkt.com/mali/kader/verein/3674/saison_id/2024/plus/1,Mamadou Maiga,https://www.transfermarkt.com/mamadou-maiga/profil/spieler/793509,N/A,N/A,Mamadou Maiga,"1,78 m",N/A,N/A
Mali - Detailed squad 2024 (Detailed view) | Transfermarkt,https://www.transfermarkt.com/mali/kader/verein/3674/saison_id/2024/plus/1,Ousmane Diakité,https://www.transfermarkt.com/ousmane-diakite/profil/spieler/402007,N/A,N/A,Ousmane Diakité,"1,89 m",Right,N/A
Mali - Detailed squad 2024 (Detailed view) | Transfermarkt,https://www.transfermarkt.com/mali/kader/verein/3674/saison_id/2024/plus/1,Fady Sidiki Coulibaly,https://www.transfermarkt.com/fady-sidiki-coulibaly/profil/spieler/1060546,4,N/A,Fady Sidiki Coulibaly,"1,78 m",Right,N/A
Mali - Detailed squad 2024 (Detailed view) | Transfermarkt,https://www.transfermarkt.com/mali/kader/verein/3674/saison_id/2024/plus/1,Amadou Haidara,https://www.transfermarkt.com/amadou-haidara/profil/spieler/402008,47,N/A,Amadou Haidara,"1,78 m",Right,N/A
Mali - Detailed squad 2024 (Detailed view) | Transfermarkt,https://www.transfermarkt.com/mali/kader/verein/3674/saison_id/2024/plus/1,Lassana Coulibaly,https://www.transfermarkt.com/lassana-coulibaly/profil/spieler/386552,50,N/A,Lassana Coulibaly,"1,83 m",Right,N/A
Mali - Detailed squad 2024 (Detailed view) | Transfermarkt,https://www.transfermarkt.com/mali/kader/verein/3674/saison_id/2024/plus/1,Mamadou Sangaré,https://www.transfermarkt.com/mamadou-sangare/profil/spieler/808348,9,N/A,Mamadou Sangaré,"1,81 m",Left,N/A
Mali - Detailed squad 2024 (Detailed view) | Transfermarkt,https://www.transfermarkt.com/mali/kader/verein/3674/saison_id/2024/plus/1,Adama Traoré,https://www.transfermarkt.com/adama-traore/profil/spieler/262608,37,N/A,Adama Traoré,"1,78 m",Left,N/A
Mali - Detailed squad 2024 (Detailed view) | Transfermarkt,https://www.transfermarkt.com/mali/kader/verein/3674/saison_id/2024/plus/1,Kamory Doumbia,https://www.transfermarkt.com/kamory-doumbia/profil/spieler/671594,26,N/A,Kamory Doumbia,"1,70 m",Right,N/A
Mali - Detailed squad 2024 (Detailed view) | Transfermarkt,https://www.transfermarkt.com/mali/kader/verein/3674/saison_id/2024/plus/1,Moussa Djenepo,https://www.transfermarkt.com/moussa-djenepo/profil/spieler/485424,35,N/A,Moussa Djenepo,"1,77 m",Left,N/A
Mali - Detailed squad 2024 (Detailed view) | Transfermarkt,https://www.transfermarkt.com/mali/kader/verein/3674/saison_id/2024/plus/1,Moussa Doumbia,https://www.transfermarkt.com/moussa-doumbia/profil/spieler/316137,43,N/A,Moussa Doumbia,"1,73 m",Left,N/A
Mali - Detailed squad 2024 (Detailed view) | Transfermarkt,https://www.transfermarkt.com/mali/kader/verein/3674/saison_id/2024/plus/1,Mamadou Camara,https://www.transfermarkt.com/mamadou-camara/profil/spieler/857148,3,N/A,Mamadou Camara,"1,89 m",Left,N/A
Mali - Detailed squad 2024 (Detailed view) | Transfermarkt,https://www.transfermarkt.com/mali/kader/verein/3674/saison_id/2024/plus/1,Adama Traoré,https://www.transfermarkt.com/adama-traore/profil/spieler/364405,60,N/A,Adama Traoré,"1,78 m",Right,N/A
Mali - Detailed squad 2024 (Detailed view) | Transfermarkt,https://www.transfermarkt.com/mali/kader/verein/3674/saison_id/2024/plus/1,Dorgeles Nene,https://www.transfermarkt.com/dorgeles-nene/profil/spieler/671591,27,N/A,Dorgeles Nene,"1,74 m",Right,N/A
Mali - Detailed squad 2024 (Detailed view) | Transfermarkt,https://www.transfermarkt.com/mali/kader/verein/3674/saison_id/2024/plus/1,Fousseni Diabaté,https://www.transfermarkt.com/fousseni-diabate/profil/spieler/364861,12,N/A,Fousseni Diabaté,"1,78 m",Right,N/A
Mali - Detailed squad 2024 (Detailed view) | Transfermarkt,https://www.transfermarkt.com/mali/kader/verein/3674/saison_id/2024/plus/1,Sékou Koïta,https://www.transfermarkt.com/sekou-koita/profil/spieler/402010,33,N/A,Sékou Koïta,"1,73 m",Left,N/A
Mali - Detailed squad 2024 (Detailed view) | Transfermarkt,https://www.transfermarkt.com/mali/kader/verein/3674/saison_id/2024/plus/1,El Bilal Touré,https://www.transfermarkt.com/el-bilal-toure/profil/spieler/649016,25,El Bilal Touré Centre-Forward,El Bilal Touré,"1,85 m",Both,N/A
Mali - Detailed squad 2024 (Detailed view) | Transfermarkt,https://www.transfermarkt.com/mali/kader/verein/3674/saison_id/2024/plus/1,Ibrahima Koné,https://www.transfermarkt.com/ibrahima-kone/profil/spieler/490223,19,Ibrahima Koné Centre-Forward,Ibrahima Koné,"1,90 m",Left,N/A
Mali - Detailed squad 2024 (Detailed view) | Transfermarkt,https://www.transfermarkt.com/mali/kader/verein/3674/saison_id/2024/plus/1,Ibrahim Sissoko,https://www.transfermarkt.com/ibrahim-sissoko/profil/spieler/484888,8,Ibrahim Sissoko Centre-Forward,Ibrahim Sissoko,"1,92 m",Right,N/A
Mali - Detailed squad 2024 (Detailed view) | Transfermarkt,https://www.transfermarkt.com/mali/kader/verein/3674/saison_id/2024/plus/1,Youssoufou Niakaté,https://www.transfermarkt.com/youssoufou-niakate/profil/spieler/351990,7,Youssoufou Niakaté Centre-Forward,Youssoufou Niakaté,"1,78 m",Left,N/A
Mali - Detailed squad 2024 (Detailed view) | Transfermarkt,https://www.transfermarkt.com/mali/kader/verein/3674/saison_id/2024/plus/1,Boubacar Traoré,https://www.transfermarkt.com/boubacar-traore/profil/spieler/639422,6,Boubacar Traoré Centre-Forward,Boubacar Traoré,"1,90 m",Left,N/A
Mali - Detailed squad 2024 (Detailed view) | Transfermarkt,https://www.transfermarkt.com/mali/kader/verein/3674/saison_id/2024/plus/1,Moussa Sylla,https://www.transfermarkt.com/moussa-sylla/profil/spieler/460655,6,Moussa Sylla Centre-Forward,Moussa Sylla,"1,80 m",Right,N/A
Mali - Detailed squad 2024 (Detailed view) | Transfermarkt,https://www.transfermarkt.com/mali/kader/verein/3674/saison_id/2024/plus/1,Lassine Sinayoko,https://www.transfermarkt.com/lassine-sinayoko/profil/spieler/569140,20,Lassine Sinayoko Centre-Forward,Lassine Sinayoko,"1,86 m",Right,N/A
Mali - Detailed squad 2024 (Detailed view) | Transfermarkt,https://www.transfermarkt.com/mali/kader/verein/3674/saison_id/2024/plus/1,Sory Diarra,https://www.transfermarkt.com/sory-diarra/profil/spieler/813019,1,Sory Diarra Centre-Forward,Sory Diarra,"1,87 m",Right,N/A
Mali - Detailed squad 2024 (Detailed view) | Transfermarkt,https://www.transfermarkt.com/mali/kader/verein/3674/saison_id/2024/plus/1,Amady Camara,https://www.transfermarkt.com/amady-camara/profil/spieler/1155608,2,Amady Camara Centre-Forward,Amady Camara,"1,80 m",Left,N/A
Mali - Detailed squad 2024 (Detailed view) | Transfermarkt,https://www.transfermarkt.com/mali/kader/verein/3674/saison_id/2024/plus/1,Mamadou Doumbia,https://www.transfermarkt.com/mamadou-doumbia/profil/spieler/1101539,5,Mamadou Doumbia Centre-Forward,Mamadou Doumbia,"1,92 m",Left,N/A
