team,team_url,name,profile_url,age,position,market_value,height,foot,debut
South Africa - Detailed squad 2024 (Detailed view) | Transfermarkt,https://www.transfermarkt.com/south-africa/kader/verein/3806/saison_id/2024/plus/1,Mothobi Mvala,https://www.transfermarkt.com/mothobi-mvala/profil/spieler/370606,27,N/A,Mothobi Mvala,"1,83 m",Right,N/A
South Africa - Detailed squad 2024 (Detailed view) | Transfermarkt,https://www.transfermarkt.com/south-africa/kader/verein/3806/saison_id/2024/plus/1,Grant Kekana,https://www.transfermarkt.com/grant-kekana/profil/spieler/43030,16,N/A,Grant Kekana,"1,79 m",Right,N/A
South Africa - Detailed squad 2024 (Detailed view) | Transfermarkt,https://www.transfermarkt.com/south-africa/kader/verein/3806/saison_id/2024/plus/1,Siyanda Xulu,https://www.transfermarkt.com/siyanda-xulu/profil/spieler/129363,31,N/A,Siyanda Xulu,"1,88 m",Right,N/A
South Africa - Detailed squad 2024 (Detailed view) | Transfermarkt,https://www.transfermarkt.com/south-africa/kader/verein/3806/saison_id/2024/plus/1,Rushwin Dortley,https://www.transfermarkt.com/rushwin-dortley/profil/spieler/844367,6,N/A,Rushwin Dortley,"1,92 m",Left,N/A
South Africa - Detailed squad 2024 (Detailed view) | Transfermarkt,https://www.transfermarkt.com/south-africa/kader/verein/3806/saison_id/2024/plus/1,Thabiso Sesane,https://www.transfermarkt.com/thabiso-sesane/profil/spieler/845966,N/A,N/A,Thabiso Sesane,"1,86 m",Right,N/A
South Africa - Detailed squad 2024 (Detailed view) | Transfermarkt,https://www.transfermarkt.com/south-africa/kader/verein/3806/saison_id/2024/plus/1,Aubrey Modiba,https://www.transfermarkt.com/aubrey-modiba/profil/spieler/353432,38,N/A,Aubrey Modiba,"1,67 m",Left,N/A
South Africa - Detailed squad 2024 (Detailed view) | Transfermarkt,https://www.transfermarkt.com/south-africa/kader/verein/3806/saison_id/2024/plus/1,Fawaaz Basadien,https://www.transfermarkt.com/fawaaz-basadien/profil/spieler/478520,4,N/A,Fawaaz Basadien,N/A,Left,N/A
South Africa - Detailed squad 2024 (Detailed view) | Transfermarkt,https://www.transfermarkt.com/south-africa/kader/verein/3806/saison_id/2024/plus/1,Terrence Mashego,https://www.transfermarkt.com/terrence-mashego/profil/spieler/538416,11,N/A,Terrence Mashego,"1,72 m",Left,N/A
South Africa - Detailed squad 2024 (Detailed view) | Transfermarkt,https://www.transfermarkt.com/south-africa/kader/verein/3806/saison_id/2024/plus/1,Thapelo Morena,https://www.transfermarkt.com/thapelo-morena/profil/spieler/297509,33,N/A,Thapelo Morena,"1,70 m",Right,N/A
South Africa - Detailed squad 2024 (Detailed view) | Transfermarkt,https://www.transfermarkt.com/south-africa/kader/verein/3806/saison_id/2024/plus/1,Nyiko Mobbie,https://www.transfermarkt.com/nyiko-mobbie/profil/spieler/435086,27,N/A,Nyiko Mobbie,"1,80 m",Right,N/A
South Africa - Detailed squad 2024 (Detailed view) | Transfermarkt,https://www.transfermarkt.com/south-africa/kader/verein/3806/saison_id/2024/plus/1,Khuliso Mudau,https://www.transfermarkt.com/khuliso-mudau/profil/spieler/450806,26,N/A,Khuliso Mudau,"1,81 m",Right,N/A
South Africa - Detailed squad 2024 (Detailed view) | Transfermarkt,https://www.transfermarkt.com/south-africa/kader/verein/3806/saison_id/2024/plus/1,Teboho Mokoena,https://www.transfermarkt.com/teboho-mokoena/profil/spieler/436372,45,N/A,Teboho Mokoena,"1,76 m",Right,N/A
South Africa - Detailed squad 2024 (Detailed view) | Transfermarkt,https://www.transfermarkt.com/south-africa/kader/verein/3806/saison_id/2024/plus/1,Bathusi Aubaas,https://www.transfermarkt.com/bathusi-aubaas/profil/spieler/495271,13,N/A,Bathusi Aubaas,"1,80 m",N/A,N/A
South Africa - Detailed squad 2024 (Detailed view) | Transfermarkt,https://www.transfermarkt.com/south-africa/kader/verein/3806/saison_id/2024/plus/1,Grant Margeman,https://www.transfermarkt.com/grant-margeman/profil/spieler/370566,5,N/A,Grant Margeman,"1,67 m",Right,N/A
South Africa - Detailed squad 2024 (Detailed view) | Transfermarkt,https://www.transfermarkt.com/south-africa/kader/verein/3806/saison_id/2024/plus/1,Goodman Mosele,https://www.transfermarkt.com/goodman-mosele/profil/spieler/531279,5,N/A,Goodman Mosele,"1,76 m",Right,N/A
South Africa - Detailed squad 2024 (Detailed view) | Transfermarkt,https://www.transfermarkt.com/south-africa/kader/verein/3806/saison_id/2024/plus/1,Luke Le Roux,https://www.transfermarkt.com/luke-le-roux/profil/spieler/467616,9,N/A,Luke Le Roux,"1,84 m",Right,N/A
South Africa - Detailed squad 2024 (Detailed view) | Transfermarkt,https://www.transfermarkt.com/south-africa/kader/verein/3806/saison_id/2024/plus/1,Thabang Monare,https://www.transfermarkt.com/thabang-monare/profil/spieler/255398,10,N/A,Thabang Monare,"1,78 m",Right,N/A
South Africa - Detailed squad 2024 (Detailed view) | Transfermarkt,https://www.transfermarkt.com/south-africa/kader/verein/3806/saison_id/2024/plus/1,Yaya Sithole,https://www.transfermarkt.com/yaya-sithole/profil/spieler/401736,22,N/A,Yaya Sithole,"1,86 m",Right,N/A
South Africa - Detailed squad 2024 (Detailed view) | Transfermarkt,https://www.transfermarkt.com/south-africa/kader/verein/3806/saison_id/2024/plus/1,Thalente Mbatha,https://www.transfermarkt.com/thalente-mbatha/profil/spieler/735697,10,N/A,Thalente Mbatha,"1,80 m",Right,N/A
South Africa - Detailed squad 2024 (Detailed view) | Transfermarkt,https://www.transfermarkt.com/south-africa/kader/verein/3806/saison_id/2024/plus/1,Themba Zwane,https://www.transfermarkt.com/themba-zwane/profil/spieler/176578,51,N/A,Themba Zwane,"1,70 m",Right,N/A
South Africa - Detailed squad 2024 (Detailed view) | Transfermarkt,https://www.transfermarkt.com/south-africa/kader/verein/3806/saison_id/2024/plus/1,Jayden Adams,https://www.transfermarkt.com/jayden-adams/profil/spieler/804472,3,N/A,Jayden Adams,"1,75 m",Right,N/A
South Africa - Detailed squad 2024 (Detailed view) | Transfermarkt,https://www.transfermarkt.com/south-africa/kader/verein/3806/saison_id/2024/plus/1,Patrick Maswanganyi,https://www.transfermarkt.com/patrick-maswanganyi/profil/spieler/555606,5,N/A,Patrick Maswanganyi,"1,78 m",Left,N/A
South Africa - Detailed squad 2024 (Detailed view) | Transfermarkt,https://www.transfermarkt.com/south-africa/kader/verein/3806/saison_id/2024/plus/1,Sinoxolo Kwayiba,https://www.transfermarkt.com/sinoxolo-kwayiba/profil/spieler/1106548,3,N/A,Sinoxolo Kwayiba,N/A,N/A,N/A
South Africa - Detailed squad 2024 (Detailed view) | Transfermarkt,https://www.transfermarkt.com/south-africa/kader/verein/3806/saison_id/2024/plus/1,Thapelo Maseko,https://www.transfermarkt.com/thapelo-maseko/profil/spieler/983330,7,N/A,Thapelo Maseko,"1,78 m",Left,N/A
South Africa - Detailed squad 2024 (Detailed view) | Transfermarkt,https://www.transfermarkt.com/south-africa/kader/verein/3806/saison_id/2024/plus/1,Oswin Appollis,https://www.transfermarkt.com/oswin-appollis/profil/spieler/673381,19,N/A,Oswin Appollis,"1,71 m",Left,N/A
South Africa - Detailed squad 2024 (Detailed view) | Transfermarkt,https://www.transfermarkt.com/south-africa/kader/verein/3806/saison_id/2024/plus/1,Relebohile Mofokeng,https://www.transfermarkt.com/relebohile-mofokeng/profil/spieler/1125037,8,N/A,Relebohile Mofokeng,"1,66 m",Left,N/A
South Africa - Detailed squad 2024 (Detailed view) | Transfermarkt,https://www.transfermarkt.com/south-africa/kader/verein/3806/saison_id/2024/plus/1,Percy Tau,https://www.transfermarkt.com/percy-tau/profil/spieler/312239,47,N/A,Percy Tau,"1,75 m",Right,N/A
South Africa - Detailed squad 2024 (Detailed view) | Transfermarkt,https://www.transfermarkt.com/south-africa/kader/verein/3806/saison_id/2024/plus/1,Mihlali Mayambela,https://www.transfermarkt.com/mihlali-mayambela/profil/spieler/346095,16,N/A,Mihlali Mayambela,"1,86 m",Right,N/A
South Africa - Detailed squad 2024 (Detailed view) | Transfermarkt,https://www.transfermarkt.com/south-africa/kader/verein/3806/saison_id/2024/plus/1,Devin Titus,https://www.transfermarkt.com/devin-titus/profil/spieler/852608,3,N/A,Devin Titus,"1,78 m",Right,N/A
South Africa - Detailed squad 2024 (Detailed view) | Transfermarkt,https://www.transfermarkt.com/south-africa/kader/verein/3806/saison_id/2024/plus/1,Elias Mokwana,https://www.transfermarkt.com/elias-mokwana/profil/spieler/968496,9,N/A,Elias Mokwana,"1,75 m",Right,N/A
South Africa - Detailed squad 2024 (Detailed view) | Transfermarkt,https://www.transfermarkt.com/south-africa/kader/verein/3806/saison_id/2024/plus/1,Mlondi Mbanjwa,https://www.transfermarkt.com/mlondi-mbanjwa/profil/spieler/699337,1,N/A,Mlondi Mbanjwa,N/A,Right,N/A
South Africa - Detailed squad 2024 (Detailed view) | Transfermarkt,https://www.transfermarkt.com/south-africa/kader/verein/3806/saison_id/2024/plus/1,Lyle Foster,https://www.transfermarkt.com/lyle-foster/profil/spieler/467623,20,Lyle Foster Centre-Forward,Lyle Foster,"1,85 m",Right,N/A
South Africa - Detailed squad 2024 (Detailed view) | Transfermarkt,https://www.transfermarkt.com/south-africa/kader/verein/3806/saison_id/2024/plus/1,Iqraam Rayners,https://www.transfermarkt.com/iqraam-rayners/profil/spieler/337884,13,Iqraam Rayners Centre-Forward,Iqraam Rayners,"1,76 m",Right,N/A
South Africa - Detailed squad 2024 (Detailed view) | Transfermarkt,https://www.transfermarkt.com/south-africa/kader/verein/3806/saison_id/2024/plus/1,Khanyisa Mayo,https://www.transfermarkt.com/khanyisa-mayo/profil/spieler/341952,7,Khanyisa Mayo Centre-Forward,Khanyisa Mayo,"1,78 m",Left,N/A
South Africa - Detailed squad 2024 (Detailed view) | Transfermarkt,https://www.transfermarkt.com/south-africa/kader/verein/3806/saison_id/2024/plus/1,Zakhele Lepasa,https://www.transfermarkt.com/zakhele-lepasa/profil/spieler/596913,18,Zakhele Lepasa Centre-Forward,Zakhele Lepasa,"1,79 m",Right,N/A
South Africa - Detailed squad 2024 (Detailed view) | Transfermarkt,https://www.transfermarkt.com/south-africa/kader/verein/3806/saison_id/2024/plus/1,Evidence Makgopa,https://www.transfermarkt.com/evidence-makgopa/profil/spieler/746781,21,Evidence Makgopa Centre-Forward,Evidence Makgopa,"1,88 m",Right,N/A
