team,team_url,name,profile_url,age,position,market_value,height,foot,debut
Egypt - Detailed squad 2024 (Detailed view) | Transfermarkt,https://www.transfermarkt.com/egypt/kader/verein/3672/saison_id/2024/plus/1,Omar Kamal,https://www.transfermarkt.com/omar-kamal/profil/spieler/271641,23,N/A,Omar Kamal,"1,86 m",Right,N/A
Egypt - Detailed squad 2024 (Detailed view) | Transfermarkt,https://www.transfermarkt.com/egypt/kader/verein/3672/saison_id/2024/plus/1,Ahmed Eid,https://www.transfermarkt.com/ahmed-eid/profil/spieler/731667,5,N/A,Ahmed Eid,"1,78 m",Right,N/A
Egypt - Detailed squad 2024 (Detailed view) | Transfermarkt,https://www.transfermarkt.com/egypt/kader/verein/3672/saison_id/2024/plus/1,Mohamed Elneny,https://www.transfermarkt.com/mohamed-elneny/profil/spieler/160438,8,N/A,Mohamed Elneny,"1,79 m",Right,N/A
Egypt - Detailed squad 2024 (Detailed view) | Transfermarkt,https://www.transfermarkt.com/egypt/kader/verein/3672/saison_id/2024/plus/1,Mohanad Lasheen,https://www.transfermarkt.com/mohanad-lasheen/profil/spieler/479682,15,N/A,Mohanad Lasheen,"1,79 m",Right,N/A
Egypt - Detailed squad 2024 (Detailed view) | Transfermarkt,https://www.transfermarkt.com/egypt/kader/verein/3672/saison_id/2024/plus/1,Marwan Ateya,https://www.transfermarkt.com/marwan-ateya/profil/spieler/734542,25,N/A,Marwan Ateya,"1,70 m",Right,N/A
Egypt - Detailed squad 2024 (Detailed view) | Transfermarkt,https://www.transfermarkt.com/egypt/kader/verein/3672/saison_id/2024/plus/1,Nabil Dunga,https://www.transfermarkt.com/nabil-dunga/profil/spieler/479683,11,N/A,Nabil Dunga,"1,79 m",Right,N/A
Egypt - Detailed squad 2024 (Detailed view) | Transfermarkt,https://www.transfermarkt.com/egypt/kader/verein/3672/saison_id/2024/plus/1,Ahmed Kouka,https://www.transfermarkt.com/ahmed-kouka/profil/spieler/789005,10,N/A,Ahmed Kouka,"1,78 m",Left,N/A
Egypt - Detailed squad 2024 (Detailed view) | Transfermarkt,https://www.transfermarkt.com/egypt/kader/verein/3672/saison_id/2024/plus/1,Hamdy Fathy,https://www.transfermarkt.com/hamdy-fathy/profil/spieler/340303,52,N/A,Hamdy Fathy,"1,80 m",Right,N/A
Egypt - Detailed squad 2024 (Detailed view) | Transfermarkt,https://www.transfermarkt.com/egypt/kader/verein/3672/saison_id/2024/plus/1,Emam Ashour,https://www.transfermarkt.com/emam-ashour/profil/spieler/604008,18,N/A,Emam Ashour,"1,82 m",Right,N/A
Egypt - Detailed squad 2024 (Detailed view) | Transfermarkt,https://www.transfermarkt.com/egypt/kader/verein/3672/saison_id/2024/plus/1,Akram Tawfik,https://www.transfermarkt.com/akram-tawfik/profil/spieler/416148,16,N/A,Akram Tawfik,"1,83 m",Right,N/A
Egypt - Detailed squad 2024 (Detailed view) | Transfermarkt,https://www.transfermarkt.com/egypt/kader/verein/3672/saison_id/2024/plus/1,Mahmoud Hamada,https://www.transfermarkt.com/mahmoud-hamada/profil/spieler/471117,11,N/A,Mahmoud Hamada,"1,77 m",Right,N/A
Egypt - Detailed squad 2024 (Detailed view) | Transfermarkt,https://www.transfermarkt.com/egypt/kader/verein/3672/saison_id/2024/plus/1,Mahmoud Saber,https://www.transfermarkt.com/mahmoud-saber/profil/spieler/729390,9,N/A,Mahmoud Saber,N/A,Right,N/A
Egypt - Detailed squad 2024 (Detailed view) | Transfermarkt,https://www.transfermarkt.com/egypt/kader/verein/3672/saison_id/2024/plus/1,Mohamed Shehata,https://www.transfermarkt.com/mohamed-shehata/profil/spieler/731666,6,N/A,Mohamed Shehata,"1,80 m",Right,N/A
Egypt - Detailed squad 2024 (Detailed view) | Transfermarkt,https://www.transfermarkt.com/egypt/kader/verein/3672/saison_id/2024/plus/1,Afsha,https://www.transfermarkt.com/afsha/profil/spieler/308472,24,N/A,Afsha,"1,68 m",Right,N/A
Egypt - Detailed squad 2024 (Detailed view) | Transfermarkt,https://www.transfermarkt.com/egypt/kader/verein/3672/saison_id/2024/plus/1,Nasser Maher,https://www.transfermarkt.com/nasser-maher/profil/spieler/355593,4,N/A,Nasser Maher,"1,72 m",Right,N/A
Egypt - Detailed squad 2024 (Detailed view) | Transfermarkt,https://www.transfermarkt.com/egypt/kader/verein/3672/saison_id/2024/plus/1,Mahmoud Trezeguet,https://www.transfermarkt.com/mahmoud-trezeguet/profil/spieler/234189,86,N/A,Mahmoud Trezeguet,"1,80 m",Left,N/A
Egypt - Detailed squad 2024 (Detailed view) | Transfermarkt,https://www.transfermarkt.com/egypt/kader/verein/3672/saison_id/2024/plus/1,Ibrahim Adel,https://www.transfermarkt.com/ibrahim-adel/profil/spieler/677278,17,N/A,Ibrahim Adel,"1,78 m",Left,N/A
Egypt - Detailed squad 2024 (Detailed view) | Transfermarkt,https://www.transfermarkt.com/egypt/kader/verein/3672/saison_id/2024/plus/1,Mostafa Shalaby,https://www.transfermarkt.com/mostafa-shalaby/profil/spieler/842577,1,N/A,Mostafa Shalaby,"1,86 m",Left,N/A
Egypt - Detailed squad 2024 (Detailed view) | Transfermarkt,https://www.transfermarkt.com/egypt/kader/verein/3672/saison_id/2024/plus/1,Mohamed El Shami,https://www.transfermarkt.com/mohamed-el-shami/profil/spieler/444181,2,N/A,Mohamed El Shami,"1,74 m",Left,N/A
Egypt - Detailed squad 2024 (Detailed view) | Transfermarkt,https://www.transfermarkt.com/egypt/kader/verein/3672/saison_id/2024/plus/1,Zalaka,https://www.transfermarkt.com/zalaka/profil/spieler/1058852,3,N/A,Zalaka,N/A,Left,N/A
Egypt - Detailed squad 2024 (Detailed view) | Transfermarkt,https://www.transfermarkt.com/egypt/kader/verein/3672/saison_id/2024/plus/1,Mohamed Salah,https://www.transfermarkt.com/mohamed-salah/profil/spieler/148455,61,N/A,Mohamed Salah,"1,75 m",Right,N/A
Egypt - Detailed squad 2024 (Detailed view) | Transfermarkt,https://www.transfermarkt.com/egypt/kader/verein/3672/saison_id/2024/plus/1,Zizo,https://www.transfermarkt.com/zizo/profil/spieler/320722,52,N/A,Zizo,"1,80 m",Right,N/A
Egypt - Detailed squad 2024 (Detailed view) | Transfermarkt,https://www.transfermarkt.com/egypt/kader/verein/3672/saison_id/2024/plus/1,Mostafa Fathi,https://www.transfermarkt.com/mostafa-fathi/profil/spieler/305287,37,N/A,Mostafa Fathi,"1,69 m",Right,N/A
Egypt - Detailed squad 2024 (Detailed view) | Transfermarkt,https://www.transfermarkt.com/egypt/kader/verein/3672/saison_id/2024/plus/1,Taher Mohamed,https://www.transfermarkt.com/taher-mohamed/profil/spieler/310645,6,N/A,Taher Mohamed,"1,86 m",Right,N/A
Egypt - Detailed squad 2024 (Detailed view) | Transfermarkt,https://www.transfermarkt.com/egypt/kader/verein/3672/saison_id/2024/plus/1,Omar Marmoush,https://www.transfermarkt.com/omar-marmoush/profil/spieler/445939,40,Omar Marmoush Centre-Forward,Omar Marmoush,"1,83 m",Right,N/A
Egypt - Detailed squad 2024 (Detailed view) | Transfermarkt,https://www.transfermarkt.com/egypt/kader/verein/3672/saison_id/2024/plus/1,Mostafa Mohamed,https://www.transfermarkt.com/mostafa-mohamed/profil/spieler/462348,53,Mostafa Mohamed Centre-Forward,Mostafa Mohamed,"1,85 m",Right,N/A
Egypt - Detailed squad 2024 (Detailed view) | Transfermarkt,https://www.transfermarkt.com/egypt/kader/verein/3672/saison_id/2024/plus/1,Ahmed Hassan,https://www.transfermarkt.com/ahmed-hassan/profil/spieler/184816,32,Ahmed Hassan Centre-Forward,Ahmed Hassan,"1,91 m",Right,N/A
Egypt - Detailed squad 2024 (Detailed view) | Transfermarkt,https://www.transfermarkt.com/egypt/kader/verein/3672/saison_id/2024/plus/1,Mohamed Sherif,https://www.transfermarkt.com/mohamed-sherif/profil/spieler/380873,24,Mohamed Sherif Centre-Forward,Mohamed Sherif,"1,84 m",Both,N/A
Egypt - Detailed squad 2024 (Detailed view) | Transfermarkt,https://www.transfermarkt.com/egypt/kader/verein/3672/saison_id/2024/plus/1,Kahraba,https://www.transfermarkt.com/kahraba/profil/spieler/176072,31,Kahraba Centre-Forward,Kahraba,"1,82 m",Right,N/A
Egypt - Detailed squad 2024 (Detailed view) | Transfermarkt,https://www.transfermarkt.com/egypt/kader/verein/3672/saison_id/2024/plus/1,Ahmed Atef,https://www.transfermarkt.com/ahmed-atef/profil/spieler/741199,3,Ahmed Atef Centre-Forward,Ahmed Atef,N/A,N/A,N/A
Egypt - Detailed squad 2024 (Detailed view) | Transfermarkt,https://www.transfermarkt.com/egypt/kader/verein/3672/saison_id/2024/plus/1,Oufa,https://www.transfermarkt.com/oufa/profil/spieler/842572,2,Oufa Centre-Forward,Oufa,N/A,Both,N/A
Egypt - Detailed squad 2024 (Detailed view) | Transfermarkt,https://www.transfermarkt.com/egypt/kader/verein/3672/saison_id/2024/plus/1,Osama Faisal,https://www.transfermarkt.com/osama-faisal/profil/spieler/789003,14,Osama Faisal Centre-Forward,Osama Faisal,"1,85 m",Right,N/A
