team,team_url,name,profile_url,age,position,market_value,height,foot,debut
Burkina Faso - Detailed squad 2024 (Detailed view) | Transfermarkt,https://www.transfermarkt.com/burkina-faso/kader/verein/5872/saison_id/2024/plus/1,Abdoul Guiebre,https://www.transfermarkt.com/abdoul-guiebre/profil/spieler/507351,13,N/A,Abdoul Guiebre,"1,78 m",Left,N/A
Burkina Faso - Detailed squad 2024 (Detailed view) | Transfermarkt,https://www.transfermarkt.com/burkina-faso/kader/verein/5872/saison_id/2024/plus/1,Mohamed Ouédraogo,https://www.transfermarkt.com/mohamed-ouedraogo/profil/spieler/1107570,8,N/A,Mohamed Ouédraogo,"1,83 m",Left,N/A
Burkina Faso - Detailed squad 2024 (Detailed view) | Transfermarkt,https://www.transfermarkt.com/burkina-faso/kader/verein/5872/saison_id/2024/plus/1,Valentin Nouma,https://www.transfermarkt.com/valentin-nouma/profil/spieler/853208,7,N/A,Valentin Nouma,"1,78 m",Left,N/A
Burkina Faso - Detailed squad 2024 (Detailed view) | Transfermarkt,https://www.transfermarkt.com/burkina-faso/kader/verein/5872/saison_id/2024/plus/1,Mohamed Ali Yabré,https://www.transfermarkt.com/mohamed-ali-yabre/profil/spieler/1083700,1,N/A,Mohamed Ali Yabré,"1,76 m",Left,N/A
Burkina Faso - Detailed squad 2024 (Detailed view) | Transfermarkt,https://www.transfermarkt.com/burkina-faso/kader/verein/5872/saison_id/2024/plus/1,Issa Kaboré,https://www.transfermarkt.com/issa-kabore/profil/spieler/649452,52,N/A,Issa Kaboré,"1,80 m",Right,N/A
Burkina Faso - Detailed squad 2024 (Detailed view) | Transfermarkt,https://www.transfermarkt.com/burkina-faso/kader/verein/5872/saison_id/2024/plus/1,Steeve Yago,https://www.transfermarkt.com/steeve-yago/profil/spieler/170903,90,N/A,Steeve Yago,"1,78 m",Right,N/A
Burkina Faso - Detailed squad 2024 (Detailed view) | Transfermarkt,https://www.transfermarkt.com/burkina-faso/kader/verein/5872/saison_id/2024/plus/1,Ibrahim Blati Touré,https://www.transfermarkt.com/ibrahim-blati-toure/profil/spieler/288311,58,N/A,Ibrahim Blati Touré,"1,70 m",Right,N/A
Burkina Faso - Detailed squad 2024 (Detailed view) | Transfermarkt,https://www.transfermarkt.com/burkina-faso/kader/verein/5872/saison_id/2024/plus/1,Gustavo Sangaré,https://www.transfermarkt.com/gustavo-sangare/profil/spieler/641152,38,N/A,Gustavo Sangaré,"1,80 m",Left,N/A
Burkina Faso - Detailed squad 2024 (Detailed view) | Transfermarkt,https://www.transfermarkt.com/burkina-faso/kader/verein/5872/saison_id/2024/plus/1,Ismahila Ouédraogo,https://www.transfermarkt.com/ismahila-ouedraogo/profil/spieler/878247,25,N/A,Ismahila Ouédraogo,"1,69 m",N/A,N/A
Burkina Faso - Detailed squad 2024 (Detailed view) | Transfermarkt,https://www.transfermarkt.com/burkina-faso/kader/verein/5872/saison_id/2024/plus/1,Trova Boni,https://www.transfermarkt.com/trova-boni/profil/spieler/557012,8,N/A,Trova Boni,"1,88 m",Right,N/A
Burkina Faso - Detailed squad 2024 (Detailed view) | Transfermarkt,https://www.transfermarkt.com/burkina-faso/kader/verein/5872/saison_id/2024/plus/1,Sacha Bansé,https://www.transfermarkt.com/sacha-banse/profil/spieler/409485,12,N/A,Sacha Bansé,"1,80 m",Right,N/A
Burkina Faso - Detailed squad 2024 (Detailed view) | Transfermarkt,https://www.transfermarkt.com/burkina-faso/kader/verein/5872/saison_id/2024/plus/1,Dramane Salou,https://www.transfermarkt.com/dramane-salou/profil/spieler/564841,8,N/A,Dramane Salou,"1,75 m",Right,N/A
Burkina Faso - Detailed squad 2024 (Detailed view) | Transfermarkt,https://www.transfermarkt.com/burkina-faso/kader/verein/5872/saison_id/2024/plus/1,Hamed Blakiss Ouattara,https://www.transfermarkt.com/hamed-blakiss-ouattara/profil/spieler/864088,3,Hamed Blakiss Ouattara Midfielder,Hamed Blakiss Ouattara,N/A,N/A,N/A
Burkina Faso - Detailed squad 2024 (Detailed view) | Transfermarkt,https://www.transfermarkt.com/burkina-faso/kader/verein/5872/saison_id/2024/plus/1,Ridouanou Maiga,https://www.transfermarkt.com/ridouanou-maiga/profil/spieler/1068530,2,N/A,Ridouanou Maiga,"1,83 m",Right,N/A
Burkina Faso - Detailed squad 2024 (Detailed view) | Transfermarkt,https://www.transfermarkt.com/burkina-faso/kader/verein/5872/saison_id/2024/plus/1,Adama Guira,https://www.transfermarkt.com/adama-guira/profil/spieler/95431,53,N/A,Adama Guira,"1,85 m",Right,N/A
Burkina Faso - Detailed squad 2024 (Detailed view) | Transfermarkt,https://www.transfermarkt.com/burkina-faso/kader/verein/5872/saison_id/2024/plus/1,Cedric Badolo,https://www.transfermarkt.com/cedric-badolo/profil/spieler/680676,29,N/A,Cedric Badolo,"1,78 m",Right,N/A
Burkina Faso - Detailed squad 2024 (Detailed view) | Transfermarkt,https://www.transfermarkt.com/burkina-faso/kader/verein/5872/saison_id/2024/plus/1,Stephane Aziz Ki,https://www.transfermarkt.com/stephane-aziz-ki/profil/spieler/382417,19,N/A,Stephane Aziz Ki,"1,75 m",Left,N/A
Burkina Faso - Detailed squad 2024 (Detailed view) | Transfermarkt,https://www.transfermarkt.com/burkina-faso/kader/verein/5872/saison_id/2024/plus/1,Clément Pitroipa,https://www.transfermarkt.com/clement-pitroipa/profil/spieler/937610,4,N/A,Clément Pitroipa,"1,76 m",Right,N/A
Burkina Faso - Detailed squad 2024 (Detailed view) | Transfermarkt,https://www.transfermarkt.com/burkina-faso/kader/verein/5872/saison_id/2024/plus/1,Salif Tietietta,https://www.transfermarkt.com/salif-tietietta/profil/spieler/1245829,1,N/A,Salif Tietietta,"1,73 m",Right,N/A
Burkina Faso - Detailed squad 2024 (Detailed view) | Transfermarkt,https://www.transfermarkt.com/burkina-faso/kader/verein/5872/saison_id/2024/plus/1,Josué Tiendrébéogo,https://www.transfermarkt.com/josue-tiendrebeogo/profil/spieler/1305235,10,N/A,Josué Tiendrébéogo,"1,69 m",Right,N/A
Burkina Faso - Detailed squad 2024 (Detailed view) | Transfermarkt,https://www.transfermarkt.com/burkina-faso/kader/verein/5872/saison_id/2024/plus/1,Dango Ouattara,https://www.transfermarkt.com/dango-ouattara/profil/spieler/823231,34,N/A,Dango Ouattara,"1,77 m",Left,N/A
Burkina Faso - Detailed squad 2024 (Detailed view) | Transfermarkt,https://www.transfermarkt.com/burkina-faso/kader/verein/5872/saison_id/2024/plus/1,Hassane Bandé,https://www.transfermarkt.com/hassane-bande/profil/spieler/504259,37,N/A,Hassane Bandé,"1,78 m",Left,N/A
Burkina Faso - Detailed squad 2024 (Detailed view) | Transfermarkt,https://www.transfermarkt.com/burkina-faso/kader/verein/5872/saison_id/2024/plus/1,Bertrand Traoré,https://www.transfermarkt.com/bertrand-traore/profil/spieler/131996,84,N/A,Bertrand Traoré,"1,81 m",Right,N/A
Burkina Faso - Detailed squad 2024 (Detailed view) | Transfermarkt,https://www.transfermarkt.com/burkina-faso/kader/verein/5872/saison_id/2024/plus/1,Mamady Bangré,https://www.transfermarkt.com/mamady-bangre/profil/spieler/817180,9,N/A,Mamady Bangré,"1,71 m",Right,N/A
Burkina Faso - Detailed squad 2024 (Detailed view) | Transfermarkt,https://www.transfermarkt.com/burkina-faso/kader/verein/5872/saison_id/2024/plus/1,Régis N'Do,https://www.transfermarkt.com/regis-ndo/profil/spieler/711640,1,N/A,Régis N'Do,"1,81 m",Right,N/A
Burkina Faso - Detailed squad 2024 (Detailed view) | Transfermarkt,https://www.transfermarkt.com/burkina-faso/kader/verein/5872/saison_id/2024/plus/1,Hassim Traoré,https://www.transfermarkt.com/hassim-traore/profil/spieler/178354,2,N/A,Hassim Traoré,"1,77 m",Right,N/A
Burkina Faso - Detailed squad 2024 (Detailed view) | Transfermarkt,https://www.transfermarkt.com/burkina-faso/kader/verein/5872/saison_id/2024/plus/1,Ousmane Camara,https://www.transfermarkt.com/ousmane-camara/profil/spieler/1133790,5,N/A,Ousmane Camara,"1,81 m",Right,N/A
Burkina Faso - Detailed squad 2024 (Detailed view) | Transfermarkt,https://www.transfermarkt.com/burkina-faso/kader/verein/5872/saison_id/2024/plus/1,Lassina Traoré,https://www.transfermarkt.com/lassina-traore/profil/spieler/551695,28,Lassina Traoré Centre-Forward,Lassina Traoré,"1,83 m",Right,N/A
Burkina Faso - Detailed squad 2024 (Detailed view) | Transfermarkt,https://www.transfermarkt.com/burkina-faso/kader/verein/5872/saison_id/2024/plus/1,Mohamed Konaté,https://www.transfermarkt.com/mohamed-konate/profil/spieler/457743,37,Mohamed Konaté Centre-Forward,Mohamed Konaté,"1,91 m",Right,N/A
Burkina Faso - Detailed squad 2024 (Detailed view) | Transfermarkt,https://www.transfermarkt.com/burkina-faso/kader/verein/5872/saison_id/2024/plus/1,Abdoul Tapsoba,https://www.transfermarkt.com/abdoul-tapsoba/profil/spieler/640735,28,Abdoul Tapsoba Centre-Forward,Abdoul Tapsoba,"1,80 m",Right,N/A
Burkina Faso - Detailed squad 2024 (Detailed view) | Transfermarkt,https://www.transfermarkt.com/burkina-faso/kader/verein/5872/saison_id/2024/plus/1,Djibril Ouattara,https://www.transfermarkt.com/djibril-ouattara/profil/spieler/587556,14,Djibril Ouattara Centre-Forward,Djibril Ouattara,"1,84 m",Right,23/01/2025
Burkina Faso - Detailed squad 2024 (Detailed view) | Transfermarkt,https://www.transfermarkt.com/burkina-faso/kader/verein/5872/saison_id/2024/plus/1,Ousseni Bouda,https://www.transfermarkt.com/ousseni-bouda/profil/spieler/972453,11,Ousseni Bouda Centre-Forward,Ousseni Bouda,"1,80 m",Right,N/A
Burkina Faso - Detailed squad 2024 (Detailed view) | Transfermarkt,https://www.transfermarkt.com/burkina-faso/kader/verein/5872/saison_id/2024/plus/1,Abdoul Kader Ouattara,https://www.transfermarkt.com/abdoul-kader-ouattara/profil/spieler/1176433,4,Abdoul Kader Ouattara Centre-Forward,Abdoul Kader Ouattara,"1,71 m",Right,N/A
