team,team_url,name,profile_url,age,position,market_value,height,foot,debut
Nigeria - Detailed squad 2024 (Detailed view) | Transfermarkt,https://www.transfermarkt.com/nigeria/kader/verein/3444/saison_id/2024/plus/1,Ibrahim Olawoyin,https://www.transfermarkt.com/ibrahim-olawoyin/profil/spieler/672597,2,N/A,Ibrahim Olawoyin,"1,78 m",Right,N/A
Nigeria - Detailed squad 2024 (Detailed view) | Transfermarkt,https://www.transfermarkt.com/nigeria/kader/verein/3444/saison_id/2024/plus/1,Fisayo Dele-Bashiru,https://www.transfermarkt.com/fisayo-dele-bashiru/profil/spieler/530742,9,N/A,Fisayo Dele-Bashiru,"1,86 m",Right,N/A
Nigeria - Detailed squad 2024 (Detailed view) | Transfermarkt,https://www.transfermarkt.com/nigeria/kader/verein/3444/saison_id/2024/plus/1,Alex Iwobi,https://www.transfermarkt.com/alex-iwobi/profil/spieler/242631,91,N/A,Alex Iwobi,"1,83 m",Left,N/A
Nigeria - Detailed squad 2024 (Detailed view) | Transfermarkt,https://www.transfermarkt.com/nigeria/kader/verein/3444/saison_id/2024/plus/1,Moses Simon,https://www.transfermarkt.com/moses-simon/profil/spieler/274862,87,N/A,Moses Simon,"1,68 m",Left,N/A
Nigeria - Detailed squad 2024 (Detailed view) | Transfermarkt,https://www.transfermarkt.com/nigeria/kader/verein/3444/saison_id/2024/plus/1,Chidera Ejuke,https://www.transfermarkt.com/chidera-ejuke/profil/spieler/500067,10,N/A,Chidera Ejuke,"1,76 m",Left,N/A
Nigeria - Detailed squad 2024 (Detailed view) | Transfermarkt,https://www.transfermarkt.com/nigeria/kader/verein/3444/saison_id/2024/plus/1,Ahmed Musa,https://www.transfermarkt.com/ahmed-musa/profil/spieler/168337,18,N/A,Ahmed Musa,"1,71 m",Left,N/A
Nigeria - Detailed squad 2024 (Detailed view) | Transfermarkt,https://www.transfermarkt.com/nigeria/kader/verein/3444/saison_id/2024/plus/1,Nathan Tella,https://www.transfermarkt.com/nathan-tella/profil/spieler/340322,2,N/A,Nathan Tella,"1,73 m",Right,N/A
Nigeria - Detailed squad 2024 (Detailed view) | Transfermarkt,https://www.transfermarkt.com/nigeria/kader/verein/3444/saison_id/2024/plus/1,Samuel Chukwueze,https://www.transfermarkt.com/samuel-chukwueze/profil/spieler/401922,51,N/A,Samuel Chukwueze,"1,72 m",Right,N/A
Nigeria - Detailed squad 2024 (Detailed view) | Transfermarkt,https://www.transfermarkt.com/nigeria/kader/verein/3444/saison_id/2024/plus/1,Ademola Lookman,https://www.transfermarkt.com/ademola-lookman/profil/spieler/406040,34,N/A,Ademola Lookman,"1,74 m",Right,N/A
Nigeria - Detailed squad 2024 (Detailed view) | Transfermarkt,https://www.transfermarkt.com/nigeria/kader/verein/3444/saison_id/2024/plus/1,Victor Osimhen,https://www.transfermarkt.com/victor-osimhen/profil/spieler/401923,46,Victor Osimhen Centre-Forward,Victor Osimhen,"1,86 m",Right,N/A
Nigeria - Detailed squad 2024 (Detailed view) | Transfermarkt,https://www.transfermarkt.com/nigeria/kader/verein/3444/saison_id/2024/plus/1,Victor Boniface,https://www.transfermarkt.com/victor-boniface/profil/spieler/656681,13,Victor Boniface Centre-Forward,Victor Boniface,"1,90 m",Right,N/A
Nigeria - Detailed squad 2024 (Detailed view) | Transfermarkt,https://www.transfermarkt.com/nigeria/kader/verein/3444/saison_id/2024/plus/1,Taiwo Awoniyi,https://www.transfermarkt.com/taiwo-awoniyi/profil/spieler/295313,10,Taiwo Awoniyi Centre-Forward,Taiwo Awoniyi,"1,83 m",Right,N/A
Nigeria - Detailed squad 2024 (Detailed view) | Transfermarkt,https://www.transfermarkt.com/nigeria/kader/verein/3444/saison_id/2024/plus/1,Terem Moffi,https://www.transfermarkt.com/terem-moffi/profil/spieler/538874,19,Terem Moffi Centre-Forward,Terem Moffi,"1,88 m",Left,N/A
Nigeria - Detailed squad 2024 (Detailed view) | Transfermarkt,https://www.transfermarkt.com/nigeria/kader/verein/3444/saison_id/2024/plus/1,Kelechi Iheanacho,https://www.transfermarkt.com/kelechi-iheanacho/profil/spieler/295330,58,Kelechi Iheanacho Centre-Forward,Kelechi Iheanacho,"1,85 m",Left,N/A
Nigeria - Detailed squad 2024 (Detailed view) | Transfermarkt,https://www.transfermarkt.com/nigeria/kader/verein/3444/saison_id/2024/plus/1,Umar Sadiq,https://www.transfermarkt.com/umar-sadiq/profil/spieler/337715,12,Umar Sadiq Centre-Forward,Umar Sadiq,"1,91 m",Right,N/A
Nigeria - Detailed squad 2024 (Detailed view) | Transfermarkt,https://www.transfermarkt.com/nigeria/kader/verein/3444/saison_id/2024/plus/1,Paul Onuachu,https://www.transfermarkt.com/paul-onuachu/profil/spieler/272855,25,Paul Onuachu Centre-Forward,Paul Onuachu,"2,01 m",Right,N/A
Nigeria - Detailed squad 2024 (Detailed view) | Transfermarkt,https://www.transfermarkt.com/nigeria/kader/verein/3444/saison_id/2024/plus/1,Cyriel Dessers,https://www.transfermarkt.com/cyriel-dessers/profil/spieler/317806,10,Cyriel Dessers Centre-Forward,Cyriel Dessers,"1,85 m",Right,N/A
